"","Taxon","site_code","mean.before.control.0","mean.before.drought.0","mean.after.control.0","mean.after.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"333","HYPERICUM PERFORATUM","baddrt.de",0.5,0,0.2,0,0,-0.3,0.3,26.074,0.544316667,4.659107143,26.51128282,0.08909,0.5284214,465.2968152,0.17892,"FORB","PERENNIAL","FORB"
"335","HYPOCHAERIS RADICATA","spvdrt.ar",1,1,2.666666667,3,2,1.666666667,0.333333333,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,"FORB","PERENNIAL","FORB"
"336","HYPOCHAERIS RADICATA","falls.au",0.666666667,0.666666667,0.9,0.833333333,0.166666667,0.233333333,-0.066666667,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,"FORB","PERENNIAL","FORB"
"337","HYPOCHAERIS RADICATA","yarradrt.au",14.565,7.966666667,1,1,-6.966666667,-13.565,6.598333333,17.75,0.3505,5.956457605,28.74506187,0.108,0.14089564,151.7703194,0.261638779,"FORB","PERENNIAL","FORB"
"338","HYPOLAENA FASTIGIATA","jilpanger.au",0,0.5,0.5,0.5,0,0.5,-0.5,5.5,0.5625,NA,2.094693,0.25,NA,2.742290055,NA,"GRASS","PERENNIAL","FORB"
"340","JUNCUS EFFUSUS","teshio.jp",2,45,3,8,-37,1,-38,12.64837681,1.1116225,9.325765248,8.991914828,0.6096,0.202890258,42.24025782,0.56575,"GRAMINOID","PERENNIAL","GRAMINOID"
"341","JUNCUS SQUARROSUS","lygraold.no",2,1,1,0,-1,-1,0,NA,0.22416667,NA,5.87,0.33,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"342","KNAUTIA ARVENSIS","allmendb.ch",0,1.5,0,1.5,0,0,0,24.60384722,0.559111111,10.58839097,18.38055602,0.155,0.2315,150.6768113,0.417,"FORB","PERENNIAL","FORB"
"343","KOELERIA MACRANTHA","matador.ca",1.25,2,1.833333333,2.5,0.5,0.583333333,-0.083333333,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"344","KOELERIA MACRANTHA","cdpt_drt.us",0,14,10,12,-2,10,-12,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"345","KOELERIA MACRANTHA","mattheis.ca",5.5,12.33333333,23.75,10,-2.333333333,18.25,-20.58333333,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"346","KOELERIA MICRATHERA","cedartrait.us",2,2.5,5,4,1.5,3,-1.5,NA,NA,NA,14.02,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"347","LACTUCA TATARICA","kernnu.ca",1,0,0.75,0,0,-0.25,0.25,22.6,0.625,NA,18.07666667,2.4,0.213227444,77.19169246,NA,"FORB","PERENNIAL","FORB"
"348","LACTUCA TATARICA","kernb.ca",0.5,2,2,1.25,-0.75,1.5,-2.25,22.6,0.625,NA,18.07666667,2.4,0.213227444,77.19169246,NA,"FORB","PERENNIAL","FORB"
"349","LATHYRUS PRATENSIS","elvadrt.ee",3,3,20,5,2,17,-15,39.68831026,0.475733333,25.11541,24.99129113,1.18,0.141833333,63.29727228,0.4965,"LEGUME","PERENNIAL","LEGUME"
"350","LATHYRUS PRATENSIS","rhijn.nl",4,0,0,1,1,-4,5,39.68831026,0.475733333,25.11541,24.99129113,1.18,0.141833333,63.29727228,0.4965,"LEGUME","PERENNIAL","LEGUME"
"351","LATHYRUS VENOSUS","cedarsav.us",4.9,4.75,5,4.5,-0.25,0.1,-0.35,30.13845455,0.3533,NA,18.46365493,NA,0.194444444,46.82957143,0.3725,"LEGUME","PERENNIAL","LEGUME"
"352","LEONTODON HISPIDUS","elvadrt.ee",13.33333333,5.666666667,6.333333333,4,-1.666666667,-7,5.333333333,23.92644618,0.371,11.53789754,27.0408515,0.3,0.134462153,204.9072943,0.273284146,"FORB","PERENNIAL","FORB"
"353","LEPIDOSPERMA CARPHOIDES","jilpanger.au",5,0,5,0.5,0.5,0,0.5,5.7,0.5,NA,2.685549,0.28,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"354","LEPIDOSPERMA CONGESTUM","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.5,NA,2.737,NA,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"355","LESPEDEZA CAPITATA","cedartrait.us",5.3,9,2.333333333,2.75,-6.25,-2.966666667,-3.283333333,19.09948702,0.842,31.172408,12.45020289,0.4572,0.228401178,79.00332954,0.333275,"FORB","PERENNIAL","LEGUME"
"356","LEUCANTHEMOPSIS ALPINA","passogavia.it",2.302,1.38,0.844,0.46,-0.92,-1.458,0.538,26,0.035,NA,15.775,0.126,NA,NA,0.83,"FORB","PERENNIAL","FORB"
"357","LEUCANTHEMUM VULGARE","allmendb.ch",1,0.75,1.375,1.5,0.75,0.375,0.375,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,"FORB","PERENNIAL","FORB"
"358","LEUCANTHEMUM VULGARE","rhijn.nl",6,4,1,1,-3,-5,2,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,"FORB","PERENNIAL","FORB"
"360","LIATRIS ASPERA","cedartrait.us",8.555555556,13.5,8.428571429,11.8,-1.7,-0.126984127,-1.573015873,12.33641253,0.68,20.498833,17.00092904,NA,0.135313282,193.6403191,0.335858333,"FORB","PERENNIAL","FORB"
"361","LIATRIS PUNCTATA","cdpt_drt.us",0.5,0.5,0.5,1,0.5,0,0.5,16.817,0.6096,NA,9.8333502,0.3556,0.16753096,118.8077502,0.3044,"FORB","PERENNIAL","FORB"
"362","LIGUSTICUM MUTELLINA","passogavia.it",14.5,30,12,46,16,-2.5,18.5,21.8,0.28,NA,24.9616,0.68,NA,NA,NA,"FORB","PERENNIAL","FORB"
"367","LITHOSPERMUM CANESCENS","cedarsav.us",2.5,0,3,4.333333333,4.333333333,0.5,3.833333333,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"368","LITHOSPERMUM INCISUM","mattheis.ca",10,1.5,5.5,10,8.5,-4.5,13,26.9,0.2176,NA,12.77,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"369","LITHOSPERMUM INCISUM","cdpt_drt.us",1.75,1.916666667,2.75,2.166666667,0.25,1,-0.75,26.9,0.2176,NA,12.77,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"372","LOMANDRA NANA","jilpanger.au",0.666666667,0.5,0.5,0.666666667,0.166666667,-0.166666667,0.333333333,NA,0.17,NA,5.237313,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"373","LOMATIUM NUDICAULE","cowidrt.ca",2,0,2,0,0,0,0,NA,0.1257,NA,13.2,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"374","LOTUS CORNICULATUS","rhijn.nl",1,0,10,0,0,9,-9,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,"FORB","PERENNIAL","LEGUME"
"375","LOTUS CORNICULATUS","lygraint.no",1,0,2,0,0,1,-1,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,"FORB","PERENNIAL","LEGUME"
"376","LOTUS CORNICULATUS","purdue.us",36.25,30.5,10,0,-30.5,-26.25,-4.25,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,"FORB","PERENNIAL","LEGUME"
"377","LOTUS CORNICULATUS","yarradrt.au",1.943333333,0.75,2,1,0.25,0.056666667,0.193333333,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,"FORB","PERENNIAL","LEGUME"
"378","LOTUS CORNICULATUS","allmendb.ch",0,1.916666667,0.916666667,1.333333333,-0.583333333,0.916666667,-1.5,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,"FORB","PERENNIAL","LEGUME"
"379","LOTUS CORNICULATUS","allmendo.ch",0.75,0.25,0.625,0.375,0.125,-0.125,0.25,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,"FORB","PERENNIAL","LEGUME"
"380","LUZULA MULTIFLORA","elvadrt.ee",5.666666667,6,2,3,-3,-3.666666667,0.666666667,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,"GRASS","PERENNIAL","GRAMINOID"
"381","LUZULA MULTIFLORA","lygraold.no",1,0,1,0,0,0,0,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,"GRASS","PERENNIAL","GRAMINOID"
"382","LUZULA PILOSA","lygraint.no",2,1,1,0,-1,-1,0,16.9625,0.225,12.5,25.5,NA,NA,565.6,0.21,"GRAMINOID","PERENNIAL","GRAMINOID"
"383","LYSIMACHIA EUROPAEA","lygraint.no",3,2.5,2,1,-1.5,-1,-0.5,32.8,0.09,NA,51,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"384","LYSIMACHIA NUMMULARIA","rhijn.nl",0,20,0,2,-18,0,-18,17.1,0.5,NA,30.86299914,0.32,NA,NA,NA,"FORB","PERENNIAL","FORB"
"385","MACHAERANTHERA PINNATIFIDA","sevmixed.us",0.833333333,0.5,0.5,0.5,0,-0.333333333,0.333333333,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,"FORB","PERENNIAL","FORB"
"386","MACHAERANTHERA PINNATIFIDA","cdpt_drt.us",0.5,0.5,0.3,0.1,-0.4,-0.2,-0.2,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,"FORB","PERENNIAL","FORB"
"387","MACHAERANTHERA PINNATIFIDA","sevblack.us",0.5,0,2.833333333,0,0,2.333333333,-2.333333333,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,"FORB","PERENNIAL","FORB"
"394","MICROSERIS LANCEOLATA","falls.au",0,1,0,1,0,0,0,NA,0.4,NA,11.380814,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"395","MICROSERIS SCAPIGERA","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.36,NA,35.23,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"398","MOLINIA CAERULEA","lygraint.no",1,1,1,6,5,0,5,19.7245873,0.699125,8.366751778,17.87260174,0.8,NA,56.8752851,0.269333333,"GRASS","PERENNIAL","GRASS"
"399","MOLINIA CAERULEA","lygraold.no",6,6,8,1.5,-4.5,2,-6.5,19.7245873,0.699125,8.366751778,17.87260174,0.8,NA,56.8752851,0.269333333,"GRASS","PERENNIAL","GRASS"
"400","MONARDA FISTULOSA","cedartrait.us",3,11,2,8,-3,-1,-2,11.29051118,0.662,17.87547,26.21085308,0.1016,0.27,93.37285277,0.28925,"FORB","PERENNIAL","FORB"
"401","MUHLENBERGIA ARENICOLA","sevblack.us",1,3.75,1,1,-2.75,0,-2.75,NA,NA,NA,14.31621017,NA,NA,139.5016,0.034,"GRASS","PERENNIAL","GRASS"
"402","MUHLENBERGIA RACEMOSA","cedarsav.us",5.2,0,5,0,0,-0.2,0.2,31.043,0.684,NA,31.89085821,0.065,NA,71.52399084,NA,"GRASS","PERENNIAL","GRASS"
"403","MUHLENBERGIA RICHARDSONIS","kernb.ca",2,0,3,0,0,1,-1,20.5218701,0.1524,NA,13.97,0.1524,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"404","NARTHECIUM OSSIFRAGUM","lygraold.no",0,1,0,3,2,0,2,24.7,0.2325,NA,24.15,0.22,NA,NA,NA,"FORB","PERENNIAL","FORB"
"405","NASSELLA NEESIANA","naposta.ar",68.33333333,57.5,50,36.66666667,-20.83333333,-18.33333333,-2.5,14.2304221,0.8,NA,16,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"406","NASSELLA TRICHOTOMA","naposta.ar",10,16.66666667,20,25,8.333333333,10,-1.666666667,NA,0.7,NA,11.297312,NA,NA,NA,0.77666667,"GRASS","PERENNIAL","GRASS"
"407","NASSELLA VIRIDULA","matador.ca",10.66666667,7.333333333,22.66666667,18.66666667,11.33333333,12,-0.666666667,12.6088734,0.6096,NA,10.77,0.3556,0.517363388,54.89286067,0.23675,"GRAMINOID","PERENNIAL","GRASS"
"408","NEURACHNE ALOPECUROIDEA","jilpanger.au",0.833333333,2,0.666666667,6.666666667,4.666666667,-0.166666667,4.833333333,NA,0.5,NA,7.6793,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"409","NOTICASTRUM SERICEUM","spvdrt.ar",1,1,1,4,3,0,3,30.175,NA,NA,36.99,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"410","OREOCHLOA DISTICHA","passogavia.it",5.5,0.75,5.5,0.275,-0.475,0,-0.475,22,0.115,NA,9.2,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"411","OXALIS CONORRHIZA","naposta.ar",0,1,0,1,0,0,0,NA,0.1176,NA,42.67,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"412","PACKERA CANA","oreaa.us",25.5,0.5,15.5,0,-0.5,-10,9.5,NA,0.4572,NA,6.036472348,0.3048,NA,NA,NA,"FORB","PERENNIAL","FORB"
"413","PANICUM ACUMINATUM","cedarsav.us",3.2,2,3,4,2,-0.2,2.2,17.50836364,0.238666667,NA,21.67056595,NA,NA,180.896992,NA,"GRASS","PERENNIAL","GRASS"
"414","PANICUM OLIGOSANTHES","cedartrait.us",2,3.5,0,2,-1.5,-2,0.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"415","PANICUM OLIGOSANTHES","cedarsav.us",2.5,2,5,0,-2,2.5,-4.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"416","PAPPOSTIPA SPECIOSA","spvdrt.ar",2,1,1.5,1.333333333,0.333333333,-0.5,0.833333333,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"417","PARTHENIUM INTEGRIFOLIUM","sand.us",4,20,4,5,-15,0,-15,15.3,0.7746,NA,10.84,1.8,NA,NA,NA,"FORB","PERENNIAL","FORB"
"418","PASCOPYRUM SMITHII","matador.ca",3.333333333,6.666666667,3.666666667,5.333333333,-1.333333333,0.333333333,-1.666666667,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,"GRAMINOID","PERENNIAL","GRASS"
"419","PASPALUM DILATATUM","sclaudio.ar",3,1,1,0,-1,-2,1,17.4533552,0.4722,8.133333333,16.30478,0.1524,0.102,18.37,NA,"GRASS","PERENNIAL","GRASS"
"420","PASPALUM QUADRIFARIUM","sclaudio.ar",20,0,20,0,0,0,0,10,2,NA,2.825,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"422","PELARGONIUM RODNEYANUM","jilpanger.au",0,0.5,0.5,1,0.5,0.5,0,NA,0.4,NA,16.370301,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"423","PERSICARIA VIVIPARA","passogavia.it",1.025,0.02,1.05,0.1,0.08,0.025,0.055,21.5,0.283,NA,22,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"424","PHALARIS ARUNDINACEA","teshio.jp",40,10,25,12.5,2.5,-15,17.5,27.64461715,1.564054762,NA,21.45431499,0.3556,0.181670595,159.3597052,0.252341667,"GRASS","PERENNIAL","GRASS"
"425","PHLEUM ALPINUM","passogavia.it",0,0.3,0,0.2,-0.1,0,-0.1,24.71901341,0.19724,9.103855654,20.58967646,0.254,NA,73.35000002,0.25,"GRASS","PERENNIAL","GRASS"
"426","PHLOX HOODII","oreaa.us",2.25,1.375,3.5,1.625,0.25,1.25,-1,23.27,0.02825,NA,13.95070877,0.54,0.180454545,107.0545926,0.2647,"FORB","PERENNIAL","FORB"
"427","PHRAGMITES AUSTRALIS","teshio.jp",22,3,65,37.5,34.5,43,-8.5,25.29984195,NA,13.1,13.81737428,0.508,0.126872908,322.7959115,0.18602,"GRASS","PERENNIAL","GRASS"
"429","PHYTEUMA HEMISPHAERICUM","passogavia.it",2,1.7,2.4,2.3,0.6,0.4,0.2,27,0.1,NA,19.5,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"430","PICRIS HIERACIOIDES","baddrt.de",33.7,23.2,63,48,24.8,29.3,-4.5,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,"FORB","PERENNIAL","FORB"
"431","PILOSELLA AURANTIACA","teshio.jp",0,2,0,2,0,0,0,14.23505,0.358333333,NA,29.759314,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"432","PIMPINELLA SAXIFRAGA","allmendb.ch",4,2.5,2.5,2.416666667,-0.083333333,-1.5,1.416666667,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,"FORB","PERENNIAL","FORB"
"433","PIMPINELLA SAXIFRAGA","allmendo.ch",1.916666667,2.25,2.333333333,2.166666667,-0.083333333,0.416666667,-0.5,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,"FORB","PERENNIAL","FORB"
"434","PLANTAGO EURYPHYLLA","falls.au",1,0.5,1,1,0.5,0,0.5,45.18531954,0.03,NA,15.9845175,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"435","PLANTAGO LANCEOLATA","rhijn.nl",12.5,10,5.833333333,4,-6,-6.666666667,0.666666667,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"436","PLANTAGO LANCEOLATA","allmendo.ch",0.416666667,0.25,0.75,0.75,0.5,0.333333333,0.166666667,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"437","PLANTAGO LANCEOLATA","scruzh.us",4.53320762,4.8785782,11.96570875,22.2222222,17.343644,7.43250113,9.91114287,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"438","PLANTAGO LANCEOLATA","allmendb.ch",0.25,0.375,0.25,1,0.625,0,0.625,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"439","PLANTAGO LANCEOLATA","yarradrt.au",1.85,1.15,1,0,-1.15,-0.85,-0.3,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"445","POA ALPINA","passogavia.it",1.5,4.002,2,3.16,-0.842,0.5,-1.342,13,0.298831111,16.9,21.51150438,0.254,NA,292.2,0.26,"GRASS","PERENNIAL","GRASS"
"446","POA ANGUSTIFOLIA","elvadrt.ee",1,1,1,1.5,0.5,0,0.5,12.95,0.48,5.764,20.11666667,NA,0.316453559,NA,0.113446154,"GRASS","PERENNIAL","GRASS"
"447","POA HIEMATA","falls.au",37.5,33.33333333,45.83333333,41.66666667,8.333333333,8.333333333,-7.11e-15,13.7803809,0.6,NA,3.35531,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"448","POA LANIGERA","marcdrt.ar",5.25,4.666666667,10,2.75,-1.916666667,4.75,-6.666666667,NA,NA,NA,24,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"449","POA LIGULARIS","chacra.ar",3.833333333,1.5,5,1,-0.5,1.166666667,-1.666666667,22.4,1.2,10.4,6.944926731,0.7,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"450","POA PRATENSIS","cedarsav.us",5.857142857,6.4,5.4,5.6,-0.8,-0.457142857,-0.342857143,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"451","POA PRATENSIS","brookdale.ca",66,61,6.55,6.25,-54.75,-59.45,4.7,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"452","POA PRATENSIS","cedartrait.us",3.111111111,3.2,4.125,2.6,-0.6,1.013888889,-1.613888889,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"453","POA PRATENSIS","cowidrt.ca",6.2,2.4,3.8,2.8,0.4,-2.4,2.8,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"454","POA PRATENSIS","kernnu.ca",0,0.5,10,5,4.5,10,-5.5,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"455","POA PRATENSIS","kernb.ca",0,5.25,22.66666667,18.33333333,13.08333333,22.66666667,-9.583333333,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"456","POA SECUNDA","octc.us",33.00967403,28.77115968,16.50442414,14.82465954,-13.94650014,-16.50524989,2.55874975,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,"GRASS","PERENNIAL","GRASS"
"457","POA SECUNDA","oreac.us",10.5,1,3.5,3.5,2.5,-7,9.5,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,"GRASS","PERENNIAL","GRASS"
"458","POA SECUNDA","nplatte.us",0,11,2,2,-9,2,-11,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,"GRASS","PERENNIAL","GRASS"
"459","POA TRIVIALIS","baddrt.de",2,0,1.403333333,0.01,0.01,-0.596666667,0.606666667,34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,601.5858444,0.173758288,"GRASS","PERENNIAL","GRASS"
"460","POLYGALA VULGARIS","allmendo.ch",0,0.25,0.375,0.5,0.25,0.375,-0.125,23.74545578,0.172916667,NA,19.02952398,NA,NA,396.667,NA,"FORB","PERENNIAL","FORB"
"462","POTENTILLA ANSERINA","elvadrt.ee",1,6,1,1,-5,0,-5,26.20897891,0.277222222,NA,17.47534074,0.43,NA,634.25,NA,"FORB","PERENNIAL","FORB"
"463","POTENTILLA AUREA","passogavia.it",1.833333333,0,2.833333333,0,0,1,-1,30.417,0.0915,NA,22.13904012,0.55,NA,NA,NA,"FORB","PERENNIAL","FORB"
"464","POTENTILLA ERECTA","lygraold.no",5,2.333333333,3,3,0.666666667,-2,2.666666667,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,NA,"FORB","PERENNIAL","FORB"
"465","POTENTILLA ERECTA","lygraint.no",3,3,2.666666667,2.333333333,-0.666666667,-0.333333333,-0.333333333,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,NA,"FORB","PERENNIAL","FORB"
"466","POTENTILLA GRANDIFLORA","allmendo.ch",1.75,0.416666667,5.25,3.25,2.833333333,3.5,-0.666666667,22.90611744,0.16935,NA,39.1,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"467","POTENTILLA GRANDIFLORA","allmendb.ch",0.375,0.75,0.916666667,0.666666667,-0.083333333,0.541666667,-0.625,22.90611744,0.16935,NA,39.1,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"468","POTENTILLA REPTANS","rhijn.nl",7,3,8,22.5,19.5,1,18.5,24.6133503,0.274083333,NA,23.567332,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"469","PRIMULA GLUTINOSA","passogavia.it",0.6,0.4,0.98,0.75,0.35,0.38,-0.03,27,0.045,NA,13.58757528,0.2515,NA,NA,NA,"FORB","PERENNIAL","FORB"
"470","PROSOPIS GLANDULOSA","jrnchi.us",19.93100379,20.85139756,23.87850584,25.76329583,4.91189827,3.94750205,0.96439622,29.56111,NA,NA,6.97966443,NA,NA,NA,NA,"SHRUB","PERENNIAL","LEGUME"
"471","PROSOPIS GLANDULOSA","jorndrt.us",8,4,7.333333333,3.333333333,-0.666666667,-0.666666667,4.44e-16,29.56111,NA,NA,6.97966443,NA,NA,NA,NA,"SHRUB","PERENNIAL","LEGUME"
"472","PRUNELLA VULGARIS","allmendo.ch",5.75,6.25,7.916666667,4.166666667,-2.083333333,2.166666667,-4.25,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,"FORB","PERENNIAL","FORB"
"473","PRUNELLA VULGARIS","rhijn.nl",1,0,1.5,2,2,0.5,1.5,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,"FORB","PERENNIAL","FORB"
"474","PRUNELLA VULGARIS","allmendb.ch",13.58333333,9.166666667,17.83333333,14.08333333,4.916666667,4.25,0.666666667,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,"FORB","PERENNIAL","FORB"
"475","PSEUDOROEGNERIA SPICATA","hard.us",25,34.375,9,1,-33.375,-16,-17.375,NA,0.267,NA,23.893,NA,0.153771092,103.8213416,0.237714286,"GRASS","PERENNIAL","GRASS"
"476","PSORALIDIUM TENUIFLORUM","cdpt_drt.us",0.3,10.2,1.666666667,6.366666667,-3.833333333,1.366666667,-5.2,24.275,0.056,NA,16.82,NA,0.43,NA,0.67,"FORB","PERENNIAL","LEGUME"
"477","PTERIDIUM AQUILINUM","sand.us",23.33333333,14,21.33333333,4.5,-9.5,-2,-7.5,21.68333333,1.99667,9.852689835,16.98656271,0.254,0.184848485,53.87484386,0.2511,"FERN","PERENNIAL","FORB"
"480","RANUNCULUS ACRIS","elvadrt.ee",4.333333333,1.666666667,2,2,0.333333333,-2.333333333,2.666666667,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,"FORB","PERENNIAL","FORB"
"481","RANUNCULUS ACRIS","rhijn.nl",2.6,2,3,3,1,0.4,0.6,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,"FORB","PERENNIAL","FORB"
"482","RANUNCULUS REPENS","teshio.jp",5,2,7,5,3,2,1,23.05293867,0.369253333,9.982096286,29.1838443,0.1524,0.133080484,217.6519817,0.412452083,"FORB","PERENNIAL","FORB"
"483","RANUNCULUS VICTORIENSIS","falls.au",0.5,0,0.5,0,0,0,0,NA,NA,NA,7.820232,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"486","RATIBIDA COLUMNIFERA","matador.ca",0.75,1,0,0.5,-0.5,-0.75,0.25,17.595,0.94488,NA,22.85,0.3556,NA,56,0.66,"FORB","PERENNIAL","FORB"
"489","ROMULEA ROSEA","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.4,NA,10.313611,NA,NA,NA,NA,"GRASS","PERENNIAL","FORB"
"490","RUMEX ACETOSA","rhijn.nl",1,0,1.25,1.5,1.5,0.25,1.25,40.4730773,0.63555,9.226533422,25.84234182,0.3155,0.252258472,161.1286432,0.240291458,"FORB","PERENNIAL","FORB"
"491","RUMEX ACETOSA","elvadrt.ee",1,1,1,1,0,0,0,40.4730773,0.63555,9.226533422,25.84234182,0.3155,0.252258472,161.1286432,0.240291458,"FORB","PERENNIAL","FORB"
"492","RUMEX ACETOSELLA","falls.au",0.583333333,0.75,0.833333333,0.75,0,0.25,-0.25,34.93757406,0.235714286,18.76112,26.0517312,0.342666667,0.166783945,235.1049652,0.262467915,"FORB","PERENNIAL","FORB"
